,IDADE,RENDA_TITULAR,CLASS,ESTADO_CIVIL_CO,ESTADO_CIVIL_SE,ESTADO_CIVIL_SO,ESTADO_CIVIL_VI,CATEGORIAL_PROFISSAO_APOSENTADO,CATEGORIAL_PROFISSAO_ASSALARIADO,CATEGORIAL_PROFISSAO_AUT+NOMO,CATEGORIAL_PROFISSAO_LIBERAL,TIPO_RESIDENCIA_FA,TIPO_RESIDENCIA_FI,TIPO_RESIDENCIA_OU,TIPO_RESIDENCIA_PR,TIPO_RESIDENCIA_SM
6807,31,937.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6808,20,1400.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6809,22,1144.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6810,49,1800.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
6811,68,957.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6813,28,1200.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
6814,21,500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
6815,26,1200.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
6816,45,1400.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6817,42,1197.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
6818,57,1800.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
6819,40,1253.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6821,57,1974.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
6822,58,1409.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
6823,56,3000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6824,35,2400.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6825,32,1100.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6826,48,1800.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
6827,38,1500.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6828,67,1450.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
6829,31,2000.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6830,38,1800.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
6831,54,3500.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
6834,24,1156.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
6835,66,1700.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6836,37,1276.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
6837,31,1801.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
6839,25,1500.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6840,22,1100.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6841,20,1100.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6842,60,2453.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
6843,67,1133.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
6844,25,1230.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
6845,22,1600.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6846,33,4000.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6847,21,1080.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6848,59,1054.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6849,57,2100.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6851,33,1800.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6852,34,2000.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
6853,33,1500.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
6854,65,937.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
6858,22,1400.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6859,63,13000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6860,21,1200.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6861,68,932.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
6864,27,2550.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6865,61,1050.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6868,22,937.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6869,30,1000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
6870,40,1576.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6871,26,1175.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6872,24,1317.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6873,55,1350.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6874,37,1800.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6875,38,1355.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6877,21,1800.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6878,60,2545.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6879,50,1500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
6880,33,4000.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6881,48,1500.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6882,24,1400.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6883,51,1501.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
6884,40,1192.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
6885,30,1400.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6888,55,1600.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
6889,25,1070.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6891,38,1800.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6892,56,1342.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6894,21,2000.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6895,76,619.32,1,0,0,0,1,1,0,0,0,0,0,0,1,0
6897,45,1624.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6898,39,1500.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6899,71,796.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6900,44,1100.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6901,35,980.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6903,34,2000.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
6904,51,1500.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6905,51,2615.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
6906,35,1951.1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6908,85,2700.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6909,46,937.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
6910,71,937.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6911,21,1086.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
6912,33,1820.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
6913,43,1500.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
6914,39,800.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
6917,20,500.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6918,23,1700.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6920,28,1600.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6921,20,1300.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6922,36,2000.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6923,32,1200.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6924,21,1570.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6925,21,1205.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6927,48,1080.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
6928,58,2132.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
6930,73,1200.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6931,32,2000.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6932,31,1270.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
6933,20,800.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
6934,21,1100.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
6935,49,1500.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6936,41,1300.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6937,22,600.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6938,44,1400.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
6939,26,1480.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
6940,28,1250.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6941,61,2500.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
6942,63,4200.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
6943,39,1195.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6945,57,1100.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6947,33,1800.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
6948,21,1582.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6949,66,1500.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
6950,51,700.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6951,37,3500.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6952,65,900.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
6957,56,2502.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
6958,26,1800.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6959,38,1471.56,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6960,51,1428.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
6961,39,1129.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6962,52,4500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
6963,49,1500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
6964,59,1700.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6965,31,1393.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
6966,69,1585.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
6967,56,937.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6968,38,990.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
6969,37,2800.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6971,50,2000.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6972,41,1600.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6974,45,1200.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
6975,51,2000.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
6976,75,1246.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
6977,26,2700.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6978,20,1100.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6979,20,1100.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6980,21,1000.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
6981,25,1000.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
6982,48,1969.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
6984,50,1500.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6985,37,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6987,57,1200.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6988,72,1200.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6989,47,1000.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
6990,22,1923.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6991,36,2141.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6992,24,500.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6993,43,1100.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6994,43,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6995,22,1001.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6996,33,1700.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6997,48,1500.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6998,26,1402.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
6999,23,2800.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7000,46,1600.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7001,28,1280.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7002,28,1930.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7004,57,1600.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7005,69,940.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
7006,32,1340.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
7007,59,2500.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7008,21,1595.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7009,45,1200.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7010,36,2361.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7011,55,1400.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7013,22,1161.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7014,22,1500.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7015,77,1400.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
7017,35,890.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7019,75,937.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
7020,56,5000.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7021,28,1000.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7022,31,1049.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
7023,55,937.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7025,30,1189.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7026,43,1247.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
7027,42,1400.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7028,49,900.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
7030,20,1100.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7031,63,3268.47,1,0,0,0,1,1,0,0,0,0,0,0,1,0
7033,70,1300.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7034,29,1100.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
7035,42,1081.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
7037,41,1597.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
7038,69,937.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
7039,36,584.67,1,1,0,0,0,0,1,0,0,0,0,0,1,0
7040,20,1000.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7041,42,1700.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7042,52,2100.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7043,47,2000.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
7044,20,1400.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7045,21,1162.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7046,41,2452.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
7050,22,1442.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7051,33,2000.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
7052,31,2250.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7053,20,1067.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7054,22,1043.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7055,20,1200.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7056,71,1571.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
7057,33,4000.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7058,22,901.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7059,52,1400.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7060,24,827.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
7065,49,1600.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
7066,46,1500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7068,40,1202.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7069,46,1090.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7070,20,600.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7071,32,4000.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7072,51,4000.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
7073,51,673.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
7074,47,1000.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7076,54,1200.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7077,42,2200.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7078,36,1598.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7079,84,8369.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
7080,62,1206.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7083,51,1150.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7084,35,1460.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7085,38,1196.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7086,50,2500.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7088,59,1350.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7089,39,1300.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7090,46,1010.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7091,21,1300.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7092,57,937.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7093,70,1770.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7094,26,1227.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7096,67,4883.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7097,80,1405.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
7098,34,1900.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
7099,21,1400.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7100,32,1000.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7101,23,1199.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7102,22,1200.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7103,37,918.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
7104,57,900.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7105,57,900.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7106,69,880.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7107,60,1250.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7108,33,1600.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7109,44,1400.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7111,69,1124.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
7113,64,2215.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7114,30,1053.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
7115,44,1000.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7116,87,3900.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7117,30,1800.2,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7118,31,1300.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7119,40,1000.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7120,43,1600.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7121,45,2000.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7122,62,2238.11,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7123,59,937.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7124,45,1062.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
7125,38,2006.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7126,30,1000.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7127,53,1000.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
7128,40,1445.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7129,43,1175.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7131,56,2500.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7132,50,4050.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
7133,32,937.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
7135,48,900.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7137,41,5800.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7138,38,1300.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
7139,70,2186.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
7140,53,3000.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7141,47,1389.53,1,0,1,0,0,0,1,0,0,0,0,0,0,0
7142,27,1200.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7143,33,1700.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7145,42,5200.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7147,54,2100.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7148,69,1900.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7150,44,3648.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
7152,33,1900.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
7153,47,1400.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
7154,53,745.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
7155,59,2407.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7156,65,2539.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7160,73,936.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
7163,40,3000.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7164,27,1082.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
7167,37,1800.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7169,28,1176.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7170,38,1220.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7172,38,1400.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7173,34,1819.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7174,33,1450.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7175,70,930.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
7176,44,1500.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7177,30,1381.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
7178,25,1023.5,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7179,27,1800.01,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7180,44,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7181,22,1166.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7182,39,1100.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7183,52,1500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7184,49,4000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
7187,50,5360.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7188,27,1500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7191,66,1291.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
7193,35,930.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
7194,64,980.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7199,45,1761.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7200,34,2000.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
7201,47,1400.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
7202,40,1950.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7203,42,1300.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7204,27,1433.42,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7206,24,1000.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
7207,39,1310.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7208,29,2000.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
7210,45,1908.2,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7212,21,1011.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7213,56,1446.62,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7215,22,1818.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7218,21,840.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7219,32,1000.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7220,84,1528.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
7221,54,1500.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7222,33,2570.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7223,28,1100.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7224,49,1266.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7225,37,1200.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7226,39,2000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
7227,61,5000.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7228,32,1200.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7229,44,1429.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7230,21,1430.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7231,27,900.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7233,33,2960.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7234,50,3020.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7235,50,880.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
7237,41,1200.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7238,54,15077.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7243,25,1800.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7244,36,3500.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7245,32,2220.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7246,57,2500.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7247,22,809.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7248,67,880.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
7249,21,1700.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7251,21,1900.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
7252,33,500.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7253,21,1150.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7254,27,1626.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
7255,28,1607.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7257,23,500.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7258,54,1800.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7259,22,800.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7261,54,1104.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7262,23,880.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7264,67,1500.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
7267,24,1232.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7268,64,550.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7269,21,948.25,1,1,0,0,0,0,1,0,0,0,0,0,1,0
7270,21,1000.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
